epoch,acc,loss,val_acc,val_loss
0,0.3408981748318924,1.8022811541067192,0.4877,1.4753624780654908
1,0.4243916106308037,1.59096818011501,0.523,1.3497494857788086
2,0.45873358949727827,1.5008772834157318,0.5563,1.2805630395889283
3,0.47624479666986874,1.4464226070597048,0.5713,1.2395521736145019
4,0.4949367595260967,1.4053545860460925,0.57,1.2013760622024536
5,0.5075048030739674,1.3777325022041207,0.5988,1.1583323455810546
6,0.516330451488953,1.3476914289552662,0.5862,1.1635632740020752
7,0.5254362792187,1.3304567094647728,0.5839,1.1704783390045166
8,0.5324407620877362,1.3070034921989966,0.6138,1.1066782583236694
9,0.5359430035222542,1.2939931421069202,0.6295,1.083754940700531
10,0.546169548511047,1.2776797918642784,0.6186,1.0765715450286866
11,0.5553954530899776,1.253518331902095,0.6105,1.1054690063476562
12,0.5584173871277618,1.2407495575076375,0.6397,1.0411545011520387
13,0.5605987832212616,1.2289859095789322,0.6402,1.0309655300140381
14,0.5667827409542107,1.222784604756755,0.6483,1.0070322330474855
15,0.5695244956772334,1.208801244299953,0.6467,1.014529316520691
16,0.5755283381364072,1.2009541987991088,0.6479,1.010989732837677
17,0.5771693884085815,1.1867600667182734,0.6615,0.9818515037536621
18,0.5838936919628562,1.1738310630910105,0.6518,0.9937566933631897
19,0.5833733589497279,1.1720992395444974,0.6327,1.0299872373580932
20,0.5869156260006404,1.1662594271973468,0.6485,1.0116788495063782
21,0.5893972142170989,1.1557927415266351,0.6383,1.0235171694755554
22,0.5933197246237593,1.1497908093171207,0.6564,0.9743370678901673
23,0.5961015049631765,1.145832481080433,0.6308,1.0380013418197631
24,0.5963216458533461,1.141728858630168,0.6706,0.9535903923034668
25,0.5997838616714697,1.1345191530566012,0.6784,0.9335594248771667
26,0.601184758245277,1.1273631030765818,0.6636,0.9622138676643371
27,0.6022254242715338,1.1268699500104995,0.656,0.9850087250709534
28,0.6060078450208133,1.1150574374954707,0.6577,0.9874808073997497
29,0.6073887287864234,1.1127834067755389,0.667,0.9719455244064331
30,0.6096301633045149,1.105959899181973,0.6538,0.9910681772232056
31,0.6114713416586616,1.1003053271919345,0.6737,0.9256588872909546
32,0.6132724943964137,1.095956457336858,0.6432,0.9902381536483764
33,0.6134325968619917,1.0967229118799118,0.6628,0.9677244097709655
34,0.6149135446685879,1.0918491507927806,0.6728,0.9428876676559448
35,0.6162343900096061,1.0826671072736673,0.6322,1.0431454430580138
36,0.617195004803074,1.0843625685896128,0.6442,1.007845211982727
37,0.61947646493756,1.0778733798795659,0.6803,0.9366112034797669
38,0.6213576689081012,1.0694442867965528,0.6773,0.9226234329223633
39,0.6205171309638169,1.0743015060774455,0.6856,0.9109180390357972
40,0.6244796669868716,1.06722978065688,0.6921,0.8752812969207764
41,0.6266210374639769,1.0596821263284588,0.6839,0.9067190738677978
42,0.629302753762408,1.0606408837969166,0.6626,0.9438440230369568
43,0.6266410502721742,1.0631506163609017,0.6783,0.9158803988456726
44,0.6294028178033941,1.0506971413189121,0.669,0.936120964050293
45,0.6307837015690042,1.04694531973913,0.6642,0.9468089370727539
46,0.6284021773935319,1.044706755863181,0.6952,0.8877022121429443
47,0.6324647774575729,1.0430270720856563,0.6946,0.8798794129371643
48,0.6344460454691002,1.0380865406463287,0.6735,0.929830654335022
49,0.6335454691002241,1.0381856282055855,0.7125,0.8463677648544311
50,0.6354867114953571,1.033041700238873,0.6852,0.8986366451263428
51,0.632644892731348,1.0404771699036615,0.689,0.901396992111206
52,0.6354666986871598,1.0322444070962007,0.6971,0.8695767136573791
53,0.6383085174511688,1.0270334167278923,0.6927,0.8756549981117249
54,0.6363672750560359,1.0284468454311493,0.6732,0.9233065224647522
55,0.6391290425872559,1.0255903475299082,0.7094,0.8391854005813598
56,0.6405899775856548,1.0216906411579851,0.7099,0.8571241590499878
57,0.63938920909382,1.0228792833968916,0.7061,0.847569441986084
58,0.640609990393852,1.0243409465911333,0.6904,0.8677131538391113
59,0.6373879282740954,1.0230714538102725,0.69,0.8939705715179443
60,0.6410702849823887,1.0193851212450529,0.7138,0.8408297874450683
61,0.6433717579250721,1.0100495186021532,0.6967,0.8703981716156006
62,0.6431516170349023,1.0088233626350698,0.6935,0.8679415718078614
63,0.6444324367595261,1.0127052738618438,0.6823,0.8960055857658387
64,0.6445725264169068,1.0043146822683864,0.6911,0.8822554944038391
65,0.644832692923471,1.005002591364131,0.6929,0.8709083200454711
66,0.6456131924431636,1.008984762413014,0.7125,0.8144181299209595
67,0.6474943964137048,1.0025728268956207,0.7095,0.8562897136688232
68,0.6461935638808838,0.9950142349335691,0.7122,0.8301902268409729
69,0.6482548831252001,0.9983074818900332,0.7072,0.8587367770195007
70,0.6464937560038425,1.0042844125371768,0.719,0.8209120015144348
71,0.6499159462055716,1.0007261727392922,0.7163,0.8260105068206787
72,0.6516085147247119,0.992841971096095,0.7153,0.8153985593795776
73,0.6514053491351698,0.9941062653278556,0.7091,0.8367777815818787
74,0.6499759846301633,0.990461720036193,0.7067,0.8635326434135437
75,0.6523775216138329,0.9915895309159667,0.6911,0.9030792223930358
76,0.6522974703810439,0.9842903419751752,0.7127,0.8292263738632202
77,0.6523575088056356,0.9880313722132262,0.7205,0.8131310939788818
