epoch,acc,loss,val_acc,val_loss
0,0.4633882842509603,1.6044252525523743,0.5851,1.2048328489303588
1,0.589628681177977,1.3255301362878993,0.6503,1.0414324197769165
2,0.6449463828425096,1.2071882868698403,0.6705,0.9776144758224488
3,0.6753561139564661,1.1360001521669185,0.6925,0.9288656512260437
4,0.6996438860435339,1.0854423339937773,0.6932,0.9136315946578979
5,0.7191301216389244,1.0405223495523694,0.706,0.8773100144386291
6,0.7403369078104993,0.9950847337630586,0.7066,0.8723487716674805
7,0.7525808258642765,0.9593253038756826,0.7231,0.8440059849739074
8,0.7758682778489117,0.9132877806542625,0.7246,0.8339399577140808
9,0.7919734314980794,0.876576425820093,0.7125,0.8677495992660522
10,0.8081986235595391,0.8449693166301436,0.7274,0.8405853610038757
11,0.8220030409731114,0.8152802199430563,0.716,0.8596434463500977
12,0.8366277208706786,0.7884996777994226,0.7235,0.8541777563095093
13,0.8484114916773368,0.7569607530604862,0.7218,0.876879653263092
14,0.8610355313700384,0.7311262659890704,0.7233,0.8681654559135437
15,0.8701984635083226,0.7112839318306284,0.7216,0.8732811062812805
16,0.8813420294494239,0.690292116583691,0.7238,0.8783446780204773
17,0.8907250320102432,0.6720672487907312,0.7212,0.8995571990013123
18,0.8953064980793854,0.663417021916862,0.7193,0.9117726242065429
19,0.9033090588988476,0.6422657900979973,0.7178,0.9238811128616333
20,0.9097111075544174,0.630471464365759,0.7237,0.9012309821128845
21,0.9155529769526248,0.6139298555335071,0.7177,0.928638920211792
22,0.9203345070422535,0.6058940454630632,0.7244,0.9223376288414001
23,0.9248559539052497,0.5946865292616599,0.7169,0.9357047486305237
24,0.9238956466069143,0.594401728967622,0.7112,0.9619955515861511
25,0.929137323943662,0.5822973017045386,0.7156,0.9491322493553161
26,0.9307178297055058,0.5736939420162792,0.7233,0.9359805070877075
27,0.9333986875800256,0.5727365478472581,0.7129,0.9665058531761169
28,0.9355793854033291,0.5637451621886252,0.7151,0.9558051747322083
29,0.9398007362355953,0.5513149925940474,0.7171,0.9664876549720764
30,0.936979833546735,0.5540218990148259,0.7137,0.9545968263626099
31,0.9387403969270166,0.5534235811607481,0.7106,0.976827517414093
32,0.9409010883482715,0.5471442853232963,0.7135,0.9561084816932678
33,0.9405409731113956,0.5488143298827427,0.7111,0.9589630421638489
34,0.9423615556978233,0.5395644676517433,0.7136,0.967340338420868
35,0.9407010243277849,0.5427356764636028,0.7091,0.9686473430633545
36,0.943541933418694,0.5389584508961813,0.7182,0.9631327354431153
37,0.9455025608194623,0.5331404897147043,0.7121,0.9645631252288819
38,0.9439220550576184,0.5270004604541233,0.7097,0.9986725066184997
39,0.9446622919334187,0.527730995052221,0.7123,0.9616046821594239
40,0.9455425736235595,0.5272630724993924,0.7175,0.9630503298282623
41,0.9465829065300896,0.5248252573243024,0.7122,0.974635702419281
42,0.9469230153649167,0.5184787721510276,0.7068,0.9736891754150391
43,0.9459026888604354,0.5218727484002004,0.708,0.9728205598831177
44,0.947723271446863,0.5182268559627435,0.7117,0.9586449016571045
45,0.9475632202304738,0.5166411734878941,0.7114,0.9591255192756653
46,0.9473831626120358,0.5111067112578167,0.7117,0.9747715801239014
47,0.9469630281690141,0.515546433179235,0.7042,0.986520477771759
48,0.9488036171574904,0.51020170177754,0.7087,0.962658145236969
49,0.9478633162612036,0.5083798667685476,0.7161,0.9530694604873657
50,0.948183418693982,0.5112536283026279,0.7086,0.9656751383781433
51,0.9515444942381562,0.5058525047728866,0.7083,0.976838507270813
52,0.9491837387964148,0.5137452843113685,0.708,0.9617910625457764
53,0.9490236875800256,0.5075777167413817,0.7121,0.9660794300079346
54,0.9500640204865557,0.5039984077959299,0.7112,0.9684072684288025
55,0.9491637323943662,0.5046054226717174,0.7139,0.9760999015808105
56,0.9499239756722151,0.5004706744786719,0.7161,0.9561530908584595
57,0.9509843149807938,0.5024417946532502,0.7144,0.9642662195205689
58,0.9518846030729834,0.4997903628611076,0.7062,1.0059421854972839
59,0.9492037451984635,0.5047121139174081,0.7067,0.984343842124939
60,0.9509643085787451,0.49819216426943697,0.7128,0.9738125464439392
61,0.9507642445582587,0.5010889638477648,0.7087,0.9692248145103455
62,0.9516845390524968,0.4935343122054917,0.7132,0.9576735575675964
63,0.9498039372599232,0.49922190560803065,0.7138,0.9835591609954834
64,0.9510243277848912,0.49643410695537865,0.7127,0.968974308681488
65,0.9516445262483995,0.49180301296955187,0.7091,0.966415991306305
66,0.9508242637644047,0.4974374876628307,0.7092,0.96881997756958
67,0.9517245518565941,0.49078030171643144,0.7092,0.9665513734817505
68,0.9505441741357235,0.4973969529651191,0.7062,0.9623109344482422
69,0.9538652368758003,0.49096416827009826,0.7123,0.9553151190757752
70,0.9519246158770807,0.4926605155636651,0.7097,0.9671065476417542
71,0.9508242637644047,0.4919840962686856,0.7109,0.9540138020515442
72,0.9513044174135723,0.49436432284406756,0.7087,0.9506282994270324
73,0.9532050256081946,0.49229333161468236,0.7036,0.977238330078125
74,0.9531049935979513,0.4860245499583426,0.7125,0.9615368560791016
75,0.9536251600512163,0.4844317769920322,0.7162,0.9492772501945496
76,0.9533850832266325,0.48846770953697066,0.7115,0.9697666282653808
77,0.9530449743918054,0.4845601164004867,0.7095,0.9674937023162842
78,0.9527448783610756,0.48494394299086474,0.7121,0.9849449629783631
79,0.953645166453265,0.4848186689000887,0.711,0.9605917515754699
80,0.9534250960307298,0.48833657421467397,0.7147,0.9567868549346924
81,0.9540252880921894,0.4847156217991924,0.7098,0.9710539788246155
82,0.9529249359795134,0.48875262450889495,0.7089,0.9762204598426819
83,0.9528849231754162,0.4880481580422569,0.7115,0.9600021324157715
84,0.9540853072983355,0.48265193138514834,0.7157,0.9651163455963134
85,0.953125,0.48590042288492646,0.7121,0.9489717911720276
86,0.9525848271446863,0.48235058270289866,0.7102,0.970661648273468
87,0.9547655249679897,0.4786104256342071,0.709,0.9690732228279114
88,0.9546254801536491,0.48109304919247436,0.7129,0.9662600943565368
89,0.9542853713188221,0.4814653532643935,0.7122,0.9658510074615478
90,0.9524847951344431,0.4867520106815651,0.7096,0.9794690741539002
91,0.953885243277849,0.4808373964855521,0.7075,0.9833096888542175
92,0.9542853713188221,0.47985593888732136,0.7112,0.9657618592262268
93,0.9535851472471191,0.48267192887702765,0.7104,0.9587352633476257
94,0.9554257362355953,0.47602133895538834,0.7069,0.9680436690330505
95,0.9558858834827144,0.4794304556238361,0.711,0.9579346123695374
96,0.9552056658130602,0.47472009861247944,0.7075,0.9654186429023742
97,0.9540252880921894,0.480305001597551,0.7084,0.9740703527450562
98,0.9556057938540333,0.4795941228617016,0.7099,0.9608170825958252
99,0.9546454865556978,0.47848776016246036,0.7125,0.972790779876709
